"Project: Harmful Algal Blooms"
"Calibrated: No"
"Requested start: 2008-06-30 15:00:00"
"Requested end: 2018-06-02 23:33:00"
"Request time: Sat,  2 Jun 2018 23:34:12 +0000"
"Other Notes: All times provided in UTC"

year,month,day,time,latitude,longitude,depth (m),location,Akashiwo sanguinea (cells/L),Alexandrium spp. (cells/L),Ammonia (uM),Chlorophyll (mg/m3),Chlorophyll 1 (mg/m3),Chlorophyll 2 (mg/m3),DA Volume Filtered (mL),Dinophysis spp. (cells/L),Domoic Acid (ng/mL),Lingulodinium polyedrum (cells/L),Nitrate (uM),Nitrite (uM),Other Diatoms (cells/L),Other Dinoflagellates (cells/L),Phaeophytin (mg/m3),Phaeophytin 1 (mg/m3),Phaeophytin 2 (mg/m3),Phosphate (uM),Prorocentrum spp. (cells/L),Pseudo-nitzschia delicatissima group (cells/L),Pseudo-nitzschia seriata group (cells/L),Silicate (uM),Volume Settled for counting (mL),Water Temperature (C),Volume for counting (mL)
2015,07,29,16:30:00,36.603686,-121.889271,0.0,Monterey Wharf,429.000000 ,0.000000 ,NaN,17.700000 ,NaN,NaN,50.000000 ,215.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000 ,3648.000000 ,114030.000000 ,NaN,NaN,17.430000 ,NaN
2015,08,03,08:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,122.000000 ,NaN,NaN,NaN,NaN,0.000000 ,NaN,0.000000 ,0.605840 ,0.450160 ,2244.000000 ,748.000000 ,NaN,NaN,NaN,0.369000 ,0.000000 ,0.000000 ,0.000000 ,8.010000 ,NaN,22.500000 ,NaN
2015,08,03,14:45:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,0.378000 ,1.210000 ,1.210000 ,NaN,188.000000 ,0.000000 ,0.000000 ,0.000000 ,NaN,0.010000 ,NaN,NaN,0.410000 ,0.410000 ,NaN,0.229000 ,464.000000 ,24596.000000 ,0.000000 ,6.234000 ,50.000000 ,21.000000 ,NaN
2015,08,03,16:01:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,NaN,1.500000 ,1.500000 ,1.500000 ,200.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,0.460000 ,0.420000 ,0.490000 ,NaN,800.000000 ,400.000000 ,0.000000 ,NaN,50.000000 ,21.100000 ,NaN
2015,08,03,17:15:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,7.370000 ,1.030000 ,0.940000 ,1.110000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.200000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.250000 ,0.000000 ,0.000000 ,0.000000 ,3.510000 ,25.000000 ,20.800000 ,NaN
2015,08,04,17:15:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,1066.0000 ,4.84 ,2.99 ,3.04 ,2.94 ,200 ,1066.0000 ,NaN,533 ,3.00 ,0.21 ,0.0000 ,12261.0000 ,0.90 ,0.82 ,0.98 ,0.47 ,3732.0000 ,0.0000 ,0.0000 ,12.60 ,25 ,17.8 ,NaN
2015,08,05,15:20:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,90.000000 ,2.560000 ,5.980000 ,5.980000 ,NaN,250.000000 ,200.000000 ,0.289930 ,NaN,0.420000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.120000 ,NaN,NaN,26000.000000 ,3.690000 ,NaN,17.300000 ,NaN
2015,08,05,16:00:00,36.603686,-121.889271,0.0,Monterey Wharf,0.000000 ,0.000000 ,NaN,7.770000 ,NaN,NaN,50.000000 ,429.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000 ,0.000000 ,2572.000000 ,NaN,NaN,18.300000 ,NaN
2015,08,10,08:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,0.990000 ,NaN,NaN,NaN,NaN,0.000000 ,NaN,0.000000 ,2.117920 ,0.288080 ,2244.000000 ,748.000000 ,NaN,NaN,NaN,0.393000 ,2992.000000 ,0.000000 ,0.000000 ,7.820000 ,NaN,23.000000 ,NaN
2015,08,10,17:18:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,NaN,0.940000 ,0.960000 ,0.910000 ,200.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,0.460000 ,0.450000 ,0.460000 ,NaN,160.000000 ,480.000000 ,0.000000 ,NaN,50.000000 ,21.200000 ,NaN
2015,08,10,17:50:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,1.300000 ,0.640000 ,0.660000 ,0.630000 ,200.000000 ,0.000000 ,NaN,0.000000 ,NaN,0.100000 ,NaN,NaN,NaN,NaN,NaN,0.270000 ,2599.000000 ,0.000000 ,0.000000 ,3.470000 ,25.000000 ,20.100000 ,NaN
2015,08,11,16:00:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,28253.0000 ,1.89 ,3.19 ,3.06 ,3.32 ,200 ,2132.0000 ,NaN,533 ,2.55 ,0.19 ,0.0000 ,15992.0000 ,1.04 ,1.14 ,0.94 ,0.41 ,122608.0000 ,0.0000 ,0.0000 ,17.20 ,25 ,18.4 ,NaN
2015,08,12,15:00:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,18.720000 ,1.000000 ,1.000000 ,NaN,188.000000 ,0.000000 ,0.000000 ,0.000000 ,0.338000 ,0.038000 ,NaN,NaN,0.340000 ,0.340000 ,NaN,0.279000 ,928.000000 ,47335.000000 ,0.000000 ,4.669000 ,50.000000 ,19.100000 ,NaN
2015,08,12,15:15:00,36.603686,-121.889271,0.0,Monterey Wharf,0.000000 ,0.000000 ,NaN,7.700000 ,NaN,NaN,50.000000 ,1071.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000 ,643.000000 ,42656.000000 ,NaN,NaN,17.400000 ,NaN
2015,08,12,15:25:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,30.000000 ,2.550000 ,6.620000 ,6.790000 ,6.450000 ,250.000000 ,NaN,0.000000 ,NaN,1.260000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.010000 ,NaN,NaN,100.000000 ,4.660000 ,NaN,17.400000 ,NaN
2015,08,17,07:00:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,5331.0000 ,1.89 ,3.77 ,4.22 ,3.32 ,200 ,533.0000 ,NaN,533 ,2.55 ,0.19 ,533.0000 ,7996.0000 ,1.23 ,1.20 ,1.26 ,0.41 ,73032.0000 ,0.0000 ,0.0000 ,17.20 ,25 ,19.1 ,NaN
2015,08,17,08:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,374.000000 ,1.450000 ,NaN,NaN,NaN,NaN,374.000000 ,NaN,0.000000 ,0.724652 ,0.043348 ,1122.000000 ,0.000000 ,NaN,NaN,NaN,0.408000 ,0.000000 ,0.000000 ,0.000000 ,6.950000 ,NaN,23.000000 ,NaN
2015,08,17,14:45:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,20.226000 ,1.850000 ,1.850000 ,NaN,188.000000 ,0.000000 ,0.000000 ,0.000000 ,0.147000 ,0.112000 ,NaN,NaN,0.730000 ,0.730000 ,NaN,0.380000 ,1485.000000 ,194540.000000 ,0.000000 ,5.754000 ,50.000000 ,19.800000 ,NaN
2015,08,17,16:25:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,NaN,1.090000 ,1.090000 ,1.080000 ,200.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,0.220000 ,0.220000 ,0.220000 ,NaN,80.000000 ,640.000000 ,0.000000 ,NaN,50.000000 ,22.500000 ,NaN
2015,08,17,17:15:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,5331.0000 ,6.05 ,3.77 ,4.22 ,3.32 ,200 ,533.0000 ,NaN,533 ,2.06 ,0.42 ,533.0000 ,7996.0000 ,1.23 ,1.20 ,1.26 ,0.59 ,73032.0000 ,0.0000 ,0.0000 ,11.10 ,25 ,19.1 ,NaN
2015,08,17,17:40:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,13.408200 ,0.750000 ,0.720000 ,0.780000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.360000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.310000 ,2599.000000 ,7796.000000 ,0.000000 ,2.800000 ,25.000000 ,22.100000 ,NaN
2015,08,19,15:15:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,260.000000 ,3.310000 ,4.160000 ,4.080000 ,4.250000 ,250.000000 ,160.000000 ,0.028710 ,NaN,1.900000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.280000 ,NaN,NaN,450.000000 ,7.750000 ,NaN,17.000000 ,NaN
2015,08,19,15:15:00,36.603686,-121.889271,0.0,Monterey Wharf,0.000000 ,0.000000 ,NaN,21.600000 ,NaN,NaN,50.000000 ,669.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,892.000000 ,11370.000000 ,194612.000000 ,NaN,NaN,16.600000 ,NaN
2015,08,23,17:45:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,32518.0000 ,9.16 ,4.75 ,4.64 ,4.86 ,200 ,1599.0000 ,NaN,0 ,1.62 ,0.08 ,1599.0000 ,23455.0000 ,0.88 ,0.80 ,0.96 ,0.47 ,15459.0000 ,0.0000 ,0.0000 ,12.40 ,25 ,18.4 ,NaN
2015,08,24,15:00:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,3.007000 ,1.110000 ,1.110000 ,NaN,188.000000 ,0.000000 ,0.000000 ,0.000000 ,NaN,0.063000 ,NaN,NaN,0.300000 ,0.300000 ,NaN,0.208000 ,928.000000 ,28773.000000 ,0.000000 ,4.770000 ,50.000000 ,20.300000 ,NaN
2015,08,24,16:12:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,NaN,1.360000 ,1.360000 ,1.360000 ,200.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,0.320000 ,0.300000 ,0.330000 ,NaN,480.000000 ,0.000000 ,0.000000 ,NaN,50.000000 ,23.300000 ,NaN
2015,08,24,16:45:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,6.770000 ,0.880000 ,1.000000 ,0.770000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.540000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.380000 ,0.000000 ,0.000000 ,0.000000 ,2.920000 ,25.000000 ,22.000000 ,NaN
2015,08,26,15:20:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,10.000000 ,0.400000 ,3.150000 ,3.140000 ,3.170000 ,250.000000 ,NaN,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.000000 ,NaN,NaN,1050.000000 ,2.680000 ,NaN,17.700000 ,NaN
2015,08,26,18:15:00,36.603686,-121.889271,0.0,Monterey Wharf,0.000000 ,1500.000000 ,NaN,10.650000 ,NaN,NaN,50.000000 ,429.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000 ,16076.000000 ,31723.000000 ,NaN,NaN,17.800000 ,NaN
2015,08,30,16:20:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,26121.0000 ,3.67 ,6.22 ,6.38 ,6.06 ,200 ,3198.0000 ,NaN,0 ,3.21 ,0.38 ,0.0000 ,12794.0000 ,2.25 ,2.36 ,2.14 ,0.55 ,17592.0000 ,0.0000 ,0.0000 ,13.90 ,25 ,18.7 ,NaN
2015,08,31,08:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,1.150000 ,NaN,NaN,NaN,NaN,0.000000 ,NaN,0.000000 ,0.347088 ,0.018912 ,4862.000000 ,1496.000000 ,NaN,NaN,NaN,0.445000 ,748.000000 ,0.000000 ,0.000000 ,6.910000 ,NaN,23.000000 ,NaN
2015,08,31,15:00:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,37.664000 ,1.300000 ,1.300000 ,NaN,188.000000 ,0.000000 ,0.000000 ,0.000000 ,NaN,0.061000 ,NaN,NaN,0.600000 ,0.600000 ,NaN,0.398000 ,0.000000 ,0.000000 ,0.000000 ,6.881000 ,50.000000 ,22.900000 ,NaN
2015,08,31,16:15:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,13.630500 ,1.300000 ,1.320000 ,1.270000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.240000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.310000 ,0.000000 ,0.000000 ,0.000000 ,2.990000 ,25.000000 ,22.800000 ,NaN
2015,08,31,17:11:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,NaN,1.160000 ,1.160000 ,1.160000 ,200.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,0.290000 ,0.280000 ,0.290000 ,NaN,2160.000000 ,0.000000 ,0.000000 ,NaN,50.000000 ,23.800000 ,NaN
2015,09,02,15:15:00,36.603686,-121.889271,0.0,Monterey Wharf,0.000000 ,0.000000 ,NaN,16.400000 ,NaN,NaN,50.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000 ,9431.000000 ,53587.000000 ,NaN,NaN,18.100000 ,NaN
2015,09,02,15:30:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,0.000000 ,2.110000 ,4.660000 ,4.630000 ,4.680000 ,250.000000 ,NaN,0.017950 ,NaN,1.220000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.200000 ,NaN,NaN,4100.000000 ,8.050000 ,NaN,16.900000 ,NaN
2015,09,07,08:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,1.530000 ,NaN,NaN,NaN,NaN,0.000000 ,NaN,0.000000 ,1.187080 ,0.006916 ,8228.000000 ,374.000000 ,NaN,NaN,NaN,0.410000 ,5984.000000 ,0.000000 ,0.000000 ,8.960000 ,NaN,23.500000 ,NaN
2015,09,07,15:00:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,45.164000 ,0.660000 ,0.660000 ,NaN,188.000000 ,0.000000 ,0.000000 ,0.000000 ,0.270000 ,0.010000 ,NaN,NaN,-0.070000 ,-0.070000 ,NaN,0.506000 ,696.000000 ,0.000000 ,0.000000 ,8.694000 ,50.000000 ,21.900000 ,NaN
2015,09,07,17:10:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,3732.0000 ,6.38 ,2.22 ,2.08 ,2.36 ,200 ,533.0000 ,NaN,0 ,5.31 ,0.56 ,0.0000 ,3731.0000 ,1.49 ,1.48 ,1.50 ,0.98 ,533.0000 ,0.0000 ,0.0000 ,22.90 ,25 ,17.6 ,NaN
2015,09,08,15:45:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,0.820000 ,1.050000 ,1.110000 ,0.990000 ,200.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.380000 ,0.000000 ,0.000000 ,0.000000 ,3.790000 ,25.000000 ,21.800000 ,NaN
2015,09,08,16:40:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,NaN,1.110000 ,1.050000 ,1.160000 ,200.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,0.170000 ,0.190000 ,0.150000 ,NaN,2480.000000 ,560.000000 ,0.000000 ,NaN,50.000000 ,23.900000 ,NaN
2015,09,09,15:15:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,20.000000 ,0.450000 ,7.000000 ,6.900000 ,7.090000 ,250.000000 ,600.000000 ,0.035560 ,NaN,0.170000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.000000 ,NaN,NaN,1300.000000 ,2.660000 ,NaN,17.300000 ,NaN
2015,09,09,15:30:00,36.603686,-121.889271,0.0,Monterey Wharf,0.000000 ,0.000000 ,NaN,11.210000 ,NaN,NaN,50.000000 ,214.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000 ,19293.000000 ,17575.000000 ,NaN,NaN,17.230000 ,NaN
2015,09,13,18:10:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,28253.0000 ,7.37 ,7.71 ,7.74 ,7.68 ,200 ,0.0000 ,NaN,1599 ,3.59 ,0.27 ,9595.0000 ,2665.0000 ,2.30 ,2.10 ,2.50 ,0.69 ,22389.0000 ,0.0000 ,0.0000 ,16.40 ,25 ,20.5 ,NaN
2015,09,14,08:00:00,34.008,-118.499,0.0,Santa Monica Pier,748.000000 ,748.000000 ,20.167000 ,NaN,NaN,NaN,NaN,1122.000000 ,NaN,374.000000 ,1.387340 ,0.513656 ,3366.000000 ,1122.000000 ,NaN,NaN,NaN,0.523000 ,10098.000000 ,0.000000 ,0.000000 ,67.770000 ,NaN,23.500000 ,NaN
2015,09,14,14:45:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,8.503000 ,0.550000 ,0.550000 ,NaN,188.000000 ,464.000000 ,0.000000 ,0.000000 ,NaN,0.011000 ,NaN,NaN,0.200000 ,0.200000 ,NaN,0.267000 ,2320.000000 ,0.000000 ,0.000000 ,8.548000 ,50.000000 ,22.300000 ,NaN
2015,09,14,15:45:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,14.888700 ,0.990000 ,0.980000 ,1.010000 ,200.000000 ,0.000000 ,NaN,0.000000 ,0.360000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.220000 ,0.000000 ,10395.000000 ,0.000000 ,2.840000 ,25.000000 ,22.800000 ,NaN
2015,09,14,15:48:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,NaN,0.850000 ,0.840000 ,0.850000 ,200.000000 ,80.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,0.410000 ,0.500000 ,0.320000 ,NaN,3520.000000 ,160.000000 ,0.000000 ,NaN,50.000000 ,24.000000 ,NaN
2015,09,16,15:15:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,0.000000 ,4.660000 ,1.430000 ,1.450000 ,1.400000 ,250.000000 ,100.000000 ,0.512930 ,NaN,1.730000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.390000 ,NaN,NaN,28000.000000 ,6.280000 ,NaN,14.600000 ,NaN
2015,09,16,15:30:00,36.603686,-121.889271,0.0,Monterey Wharf,643.000000 ,1929.000000 ,NaN,5.150000 ,NaN,NaN,50.000000 ,214.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000 ,1499.000000 ,26581.000000 ,NaN,NaN,16.360000 ,NaN
2015,09,20,20:40:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,NaN,0.770000 ,0.760000 ,0.770000 ,200.000000 ,80.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,0.210000 ,0.220000 ,0.190000 ,NaN,1600.000000 ,880.000000 ,0.000000 ,NaN,50.000000 ,25.500000 ,NaN
2015,09,21,08:00:00,34.008,-118.499,0.0,Santa Monica Pier,748.000000 ,374.000000 ,2.870000 ,NaN,NaN,NaN,NaN,0.000000 ,NaN,374.000000 ,1.454380 ,0.105620 ,748.000000 ,2618.000000 ,NaN,NaN,NaN,0.353000 ,10098.000000 ,0.000000 ,0.000000 ,7.000000 ,NaN,23.500000 ,NaN
2015,09,21,13:25:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,9.297000 ,0.380000 ,0.380000 ,NaN,188.000000 ,0.000000 ,0.000000 ,232.000000 ,0.234000 ,0.032000 ,NaN,NaN,0.150000 ,0.150000 ,NaN,0.236000 ,232.000000 ,1856.000000 ,0.000000 ,6.510000 ,50.000000 ,22.300000 ,NaN
2015,09,21,14:30:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,3198.0000 ,5.95 ,5.51 ,5.44 ,5.58 ,200 ,1066.0000 ,NaN,533 ,0.50 ,0.06 ,18125.0000 ,6930.0000 ,1.82 ,1.86 ,1.78 ,0.47 ,2665.0000 ,0.0000 ,0.0000 ,8.93 ,25 ,19.2 ,NaN
2015,09,21,15:45:00,33.6061,-117.9311,0.0,Newport Pier,NaN,NaN,NaN,1.020000 ,1.060000 ,0.980000 ,200.000000 ,NaN,NaN,NaN,0.410000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.320000 ,NaN,NaN,NaN,2.140000 ,25.000000 ,23.000000 ,NaN
2015,09,23,15:30:00,36.603686,-121.889271,0.0,Monterey Wharf,0.000000 ,4716.000000 ,NaN,18.000000 ,NaN,NaN,50.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000 ,429.000000 ,NaN,NaN,NaN,18.360000 ,NaN
2015,09,23,15:30:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,20.000000 ,2.200000 ,3.240000 ,3.320000 ,3.160000 ,250.000000 ,110.000000 ,0.052370 ,NaN,0.320000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.170000 ,NaN,NaN,150.000000 ,2.590000 ,NaN,17.600000 ,NaN
2015,09,28,08:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,0.520000 ,NaN,NaN,NaN,NaN,0.000000 ,0.040000 ,0.000000 ,0.594288 ,0.191712 ,3756650.000000 ,19431.000000 ,NaN,NaN,NaN,0.076000 ,64764.000000 ,19431.000000 ,0.000000 ,4.110000 ,NaN,25.000000 ,NaN
2015,09,28,15:00:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,4.318000 ,NaN,NaN,NaN,188.000000 ,0.000000 ,0.000000 ,0.000000 ,NaN,0.143000 ,NaN,NaN,0.330000 ,0.330000 ,NaN,0.328000 ,464.000000 ,0.000000 ,0.000000 ,7.877000 ,50.000000 ,22.100000 ,NaN
2015,09,28,15:00:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,1066.0000 ,1.92 ,4.52 ,6.42 ,2.62 ,200 ,0.0000 ,NaN,0 ,1.50 ,0.21 ,0.0000 ,1599.0000 ,1.50 ,1.90 ,1.10 ,0.58 ,0.0000 ,0.0000 ,0.0000 ,12.90 ,25 ,20.2 ,NaN
2015,09,28,15:00:00,34.408,-119.685,0.0,Stearns Wharf,NaN,NaN,NaN,0.650000 ,0.650000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,09,28,16:36:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,NaN,0.860000 ,0.840000 ,0.870000 ,200.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,0.310000 ,0.280000 ,0.330000 ,NaN,1520.000000 ,880.000000 ,0.000000 ,NaN,50.000000 ,23.300000 ,NaN
2015,09,29,17:30:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,2.600000 ,0.940000 ,0.960000 ,0.930000 ,200.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.260000 ,0.000000 ,0.000000 ,0.000000 ,2.310000 ,25.000000 ,23.400000 ,NaN
2015,09,30,15:15:00,36.603686,-121.889271,0.0,Monterey Wharf,0.000000 ,857.000000 ,NaN,10.290000 ,NaN,NaN,50.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,429.000000 ,0.000000 ,3644.000000 ,NaN,NaN,17.690000 ,NaN
2015,09,30,15:15:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,0.000000 ,2.300000 ,3.220000 ,3.380000 ,3.050000 ,250.000000 ,20.000000 ,0.000000 ,NaN,0.480000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.170000 ,NaN,NaN,0.000000 ,6.300000 ,NaN,17.600000 ,NaN
2015,10,05,08:00:00,34.008,-118.499,0.0,Santa Monica Pier,374.000000 ,0.000000 ,12.199400 ,NaN,NaN,NaN,NaN,1496.000000 ,NaN,0.000000 ,0.377224 ,0.110776 ,100232.000000 ,5984.000000 ,NaN,NaN,NaN,0.083000 ,748.000000 ,0.000000 ,0.000000 ,5.880000 ,NaN,22.500000 ,NaN
2015,10,05,14:15:00,34.408,-119.685,0.0,Stearns Wharf,0.000000 ,0.000000 ,3.052000 ,1.190000 ,1.190000 ,NaN,188.000000 ,0.000000 ,0.000000 ,0.000000 ,0.120000 ,0.124000 ,NaN,NaN,0.810000 ,0.810000 ,NaN,0.449000 ,0.000000 ,5569.000000 ,0.000000 ,7.213000 ,50.000000 ,21.000000 ,NaN
2015,10,05,15:10:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,4265.0000 ,1.25 ,4.80 ,4.54 ,5.06 ,200 ,0.0000 ,NaN,0 ,3.26 ,0.13 ,31452.0000 ,5331.0000 ,1.58 ,1.70 ,1.46 ,0.69 ,8529.0000 ,0.0000 ,0.0000 ,24.80 ,25 ,17.3 ,NaN
2015,10,05,16:45:00,33.6061,-117.9311,0.0,Newport Pier,0.000000 ,0.000000 ,1.290000 ,0.910000 ,0.900000 ,0.920000 ,200.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.250000 ,0.000000 ,0.000000 ,0.000000 ,1.620000 ,25.000000 ,22.100000 ,NaN
2015,10,05,16:45:00,32.867,-117.257,0.0,Scripps Pier,0.000000 ,0.000000 ,NaN,0.800000 ,0.810000 ,0.780000 ,200.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,0.340000 ,0.290000 ,0.380000 ,NaN,0.000000 ,2000.000000 ,0.000000 ,NaN,50.000000 ,21.600000 ,NaN
2015,10,07,15:30:00,36.603686,-121.889271,0.0,Monterey Wharf,0.000000 ,1929.000000 ,NaN,17.990000 ,NaN,NaN,50.000000 ,0.000000 ,NaN,0.000000 ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000 ,429.000000 ,428.000000 ,NaN,NaN,17.980000 ,NaN
2015,10,07,15:30:00,36.958,-122.017,0.0,Santa Cruz Wharf,NaN,0.000000 ,1.570000 ,5.380000 ,5.130000 ,5.620000 ,250.000000 ,40.000000 ,0.000000 ,NaN,0.350000 ,NaN,NaN,NaN,NaN,NaN,NaN,0.180000 ,NaN,NaN,450.000000 ,6.900000 ,NaN,16.700000 ,NaN
2015,10,12,07:00:00,35.17,-120.741,0.0,Cal Poly Pier,0.0000 ,3732.0000 ,NaN,2.46 ,2.32 ,2.60 ,200 ,533.0000 ,NaN,533 ,NaN,NaN,11728.0000 ,5331.0000 ,0.82 ,0.82 ,0.82 ,NaN,3732.0000 ,0.0000 ,0.0000 ,NaN,25 ,18.8 ,NaN
2015,10,12,08:00:00,34.008,-118.499,0.0,Santa Monica Pier,0.000000 ,0.000000 ,8.210000 ,NaN,NaN,NaN,NaN,0.000000 ,NaN,0.000000 ,1.272470 ,0.139530 ,108814.000000 ,27203.000000 ,NaN,NaN,NaN,0.307000 ,19431.000000 ,0.000000 ,0.000000 ,5.060000 ,NaN,22.000000 ,NaN
